,ds,y
0,2016-10-05,184.87
1,2016-10-06,74.59
2,2016-10-09,451.93
3,2017-01-08,84.59
4,2017-01-10,152.75
5,2017-01-13,85.6
6,2017-01-15,64.46
7,2017-01-17,60.64
8,2017-01-18,84.59
9,2017-01-19,331.45
10,2017-01-20,138.35
11,2017-01-21,723.15
12,2017-01-22,187.82
13,2017-01-23,58.02
14,2017-01-24,127.61000000000001
15,2017-01-25,223.7
16,2017-01-26,353.87
17,2017-01-27,140.91
18,2017-01-28,154.8
19,2017-01-29,323.79
20,2017-01-30,751.99
21,2017-01-31,543.91
22,2017-02-01,177.87
23,2017-02-02,124.53
24,2017-02-03,207.92000000000002
25,2017-02-04,357.21
26,2017-02-05,1360.23
27,2017-02-06,1199.12
28,2017-02-07,714.31
29,2017-02-08,495.40999999999997
30,2017-02-09,927.5500000000001
31,2017-02-10,758.62
32,2017-02-11,149.78
33,2017-02-12,768.34
34,2017-02-13,662.33
35,2017-02-14,1780.5299999999997
36,2017-02-15,630.31
37,2017-02-16,674.54
38,2017-02-17,818.29
39,2017-02-18,679.5
40,2017-02-19,94.57000000000001
41,2017-02-20,463.97
42,2017-02-21,551.24
43,2017-02-22,587.84
44,2017-02-23,468.89
45,2017-02-24,847.03
46,2017-02-25,537.9200000000001
47,2017-02-26,206.22
48,2017-02-27,970.53
49,2017-02-28,624.72
50,2017-03-01,2037.7200000000003
51,2017-03-02,374.19
52,2017-03-03,737.43
53,2017-03-04,668.6
54,2017-03-05,781.27
55,2017-03-06,622.8699999999999
56,2017-03-07,1436.8
57,2017-03-08,702.6
58,2017-03-09,1932.9299999999998
59,2017-03-10,622.9300000000001
60,2017-03-11,1631.81
61,2017-03-12,525.99
62,2017-03-13,945.06
63,2017-03-14,1203.3299999999997
64,2017-03-15,962.8900000000001
65,2017-03-16,1231.94
66,2017-03-17,791.9200000000001
67,2017-03-18,740.5899999999999
68,2017-03-19,271.9
69,2017-03-20,1073.27
70,2017-03-21,485.57000000000005
71,2017-03-22,2324.46
72,2017-03-23,1504.22
73,2017-03-24,1015.7300000000001
74,2017-03-25,218.65
75,2017-03-26,389.76
76,2017-03-27,1171.83
77,2017-03-28,733.89
78,2017-03-29,1340.1999999999998
79,2017-03-30,426.43000000000006
80,2017-03-31,334.65999999999997
81,2017-04-01,1243.33
82,2017-04-02,1997.7899999999997
83,2017-04-03,1240.22
84,2017-04-04,1619.33
85,2017-04-05,1043.23
86,2017-04-06,1232.72
87,2017-04-07,784.75
88,2017-04-08,346.61
89,2017-04-09,281.12
90,2017-04-10,899.9300000000001
91,2017-04-11,474.87999999999994
92,2017-04-12,229.42
93,2017-04-13,350.08000000000004
94,2017-04-14,194.74
95,2017-04-15,467.03000000000003
96,2017-04-16,456.79999999999995
97,2017-04-17,469.13
98,2017-04-18,1940.31
99,2017-04-19,1354.61
100,2017-04-20,1234.23
101,2017-04-21,660.78
102,2017-04-22,852.5700000000002
103,2017-04-23,846.87
104,2017-04-24,1299.95
105,2017-04-25,781.43
106,2017-04-26,2962.37
107,2017-04-27,352.88
108,2017-04-28,604.24
109,2017-04-29,967.31
110,2017-04-30,724.14
111,2017-05-01,904.25
112,2017-05-02,1213.9900000000002
113,2017-05-03,1076.3899999999999
114,2017-05-04,556.51
115,2017-05-05,625.37
116,2017-05-06,791.87
117,2017-05-07,738.7599999999999
118,2017-05-08,1181.25
119,2017-05-09,1666.2600000000002
120,2017-05-10,992.6499999999999
121,2017-05-11,862.1
122,2017-05-12,1342.9499999999998
123,2017-05-13,684.23
124,2017-05-14,1795.86
125,2017-05-15,1040.74
126,2017-05-16,1148.95
127,2017-05-17,616.27
128,2017-05-18,749.5799999999999
129,2017-05-19,1276.48
130,2017-05-20,839.89
131,2017-05-21,2183.73
132,2017-05-22,2288.0600000000004
133,2017-05-23,1503.1699999999998
134,2017-05-24,962.2900000000001
135,2017-05-25,920.8800000000001
136,2017-05-26,1926.8400000000001
137,2017-05-27,1555.25
138,2017-05-28,2339.4700000000003
139,2017-05-29,1560.6899999999998
140,2017-05-30,730.6199999999999
141,2017-05-31,1353.17
142,2017-06-01,1132.1100000000001
143,2017-06-02,1337.07
144,2017-06-03,572.78
145,2017-06-04,932.0699999999999
146,2017-06-05,2117.39
147,2017-06-06,2741.7799999999997
148,2017-06-07,828.41
149,2017-06-08,1848.21
150,2017-06-09,606.77
151,2017-06-10,569.8900000000001
152,2017-06-11,1138.07
153,2017-06-12,1582.8
154,2017-06-13,728.26
155,2017-06-14,2124.11
156,2017-06-15,2083.06
157,2017-06-16,1099.46
158,2017-06-17,951.95
159,2017-06-18,867.8800000000001
160,2017-06-19,1634.6399999999999
161,2017-06-20,849.2
162,2017-06-21,278.49
163,2017-06-22,854.99
164,2017-06-23,1378.7499999999998
165,2017-06-24,1515.8899999999999
166,2017-06-25,870.79
167,2017-06-26,561.72
168,2017-06-27,2366.83
169,2017-06-28,2150.64
170,2017-06-29,2143.43
171,2017-06-30,1140.4
172,2017-07-01,1049.76
173,2017-07-02,2063.34
174,2017-07-03,2098.41
175,2017-07-04,2341.92
176,2017-07-05,2491.12
177,2017-07-06,2492.72
178,2017-07-07,2576.5999999999995
179,2017-07-08,1393.0799999999997
180,2017-07-09,859.6999999999999
181,2017-07-10,2569.1700000000005
182,2017-07-11,2385.04
183,2017-07-12,3214.0099999999998
184,2017-07-13,2965.0899999999997
185,2017-07-14,2586.8200000000006
186,2017-07-15,2113.51
187,2017-07-16,2182.6099999999997
188,2017-07-17,3438.3799999999997
189,2017-07-18,3782.79
190,2017-07-19,3297.5499999999993
191,2017-07-20,3047.96
192,2017-07-21,3099.69
193,2017-07-22,2574.5699999999997
194,2017-07-23,1067.67
195,2017-07-24,2449.5099999999998
196,2017-07-25,2465.1200000000003
197,2017-07-26,1079.63
198,2017-07-27,1379.31
199,2017-07-28,1975.3400000000001
200,2017-07-29,2330.8700000000003
201,2017-07-30,1660.2699999999998
202,2017-07-31,1171.49
203,2017-08-01,1351.03
204,2017-08-02,3589.9899999999993
205,2017-08-03,2289.39
206,2017-08-04,1764.71
207,2017-08-05,1039.7700000000002
208,2017-08-06,1041.21
209,2017-08-07,1491.4900000000002
210,2017-08-08,4366.1100000000015
211,2017-08-09,2135.48
212,2017-08-10,2748.2300000000005
213,2017-08-11,3245.6800000000003
214,2017-08-12,1619.3999999999999
215,2017-08-13,1762.8899999999999
216,2017-08-14,2434.27
217,2017-08-15,3512.12
218,2017-08-16,3416.48
219,2017-08-17,3098.2200000000003
220,2017-08-18,1394.48
221,2017-08-19,1817.9399999999998
222,2017-08-20,1646.2699999999998
223,2017-08-21,2346.79
224,2017-08-22,704.9200000000001
225,2017-08-23,806.95
226,2017-08-24,1487.7
227,2017-08-25,3181.7400000000002
228,2017-08-26,1955.3599999999997
229,2017-08-27,1035.7999999999997
230,2017-08-28,1436.7100000000003
231,2017-08-29,1959.91
232,2017-08-30,2267.11
233,2017-08-31,1402.87
234,2017-09-01,910.67
235,2017-09-02,1484.0900000000001
236,2017-09-03,2365.27
237,2017-09-04,1427.4599999999998
238,2017-09-05,2761.6400000000003
239,2017-09-06,1965.21
240,2017-09-07,1028.2099999999998
241,2017-09-08,905.35
242,2017-09-09,1530.86
243,2017-09-10,1272.25
244,2017-09-11,2468.23
245,2017-09-12,2389.55
246,2017-09-13,2194.0299999999997
247,2017-09-14,2270.4000000000005
248,2017-09-15,2936.1600000000008
249,2017-09-16,3097.2500000000005
250,2017-09-17,2780.2699999999995
251,2017-09-18,3358.6600000000003
252,2017-09-19,1780.2099999999998
253,2017-09-20,3933.48
254,2017-09-21,3188.39
255,2017-09-22,1936.0
256,2017-09-23,839.5600000000001
257,2017-09-24,1921.0899999999997
258,2017-09-25,1611.7
259,2017-09-26,2222.96
260,2017-09-27,1523.9999999999998
261,2017-09-28,1570.11
262,2017-09-29,2072.4100000000003
263,2017-09-30,520.4300000000001
264,2017-10-01,2400.4199999999996
265,2017-10-02,1313.19
266,2017-10-03,1954.9600000000003
267,2017-10-04,1198.6200000000001
268,2017-10-05,2412.6100000000006
269,2017-10-06,1006.73
270,2017-10-07,689.6600000000001
271,2017-10-08,561.57
272,2017-10-09,2105.43
273,2017-10-10,1207.35
274,2017-10-11,1655.9199999999998
275,2017-10-12,1362.8
276,2017-10-13,1216.76
277,2017-10-14,926.4300000000001
278,2017-10-15,2405.3
279,2017-10-16,2403.7400000000007
280,2017-10-17,2751.04
281,2017-10-18,1999.9599999999998
282,2017-10-19,2975.9100000000003
283,2017-10-20,765.5
284,2017-10-21,316.14
285,2017-10-22,2498.2499999999995
286,2017-10-23,2455.5
287,2017-10-24,2330.3300000000004
288,2017-10-25,1466.45
289,2017-10-26,2495.73
290,2017-10-27,1931.3299999999997
291,2017-10-28,1140.15
292,2017-10-29,1732.1699999999998
293,2017-10-30,1902.8500000000001
294,2017-10-31,1812.2299999999998
295,2017-11-01,1307.62
296,2017-11-02,2257.96
297,2017-11-03,1720.65
298,2017-11-04,1649.83
299,2017-11-05,2477.2399999999993
300,2017-11-06,2084.06
301,2017-11-07,2744.71
302,2017-11-08,4912.87
303,2017-11-09,2117.81
304,2017-11-10,719.35
305,2017-11-11,2031.0
306,2017-11-12,1062.15
307,2017-11-13,1764.43
308,2017-11-14,4387.469999999999
309,2017-11-15,1651.17
310,2017-11-16,2452.51
311,2017-11-17,2184.91
312,2017-11-18,1643.83
313,2017-11-19,1157.1599999999999
314,2017-11-20,2259.2799999999997
315,2017-11-21,2544.51
316,2017-11-22,1575.2400000000002
317,2017-11-23,3490.7599999999998
318,2017-11-24,20428.28000000001
319,2017-11-25,9025.390000000001
320,2017-11-26,6246.289999999999
321,2017-11-27,5808.459999999999
322,2017-11-28,3546.89
323,2017-11-29,3296.05
324,2017-11-30,3159.47
325,2017-12-01,3505.82
326,2017-12-02,2854.210000000001
327,2017-12-03,2848.85
328,2017-12-04,2462.2900000000004
329,2017-12-05,2655.7000000000003
330,2017-12-06,2466.2300000000005
331,2017-12-07,2633.9
332,2017-12-08,1643.1200000000001
333,2017-12-09,1770.94
334,2017-12-10,1748.7099999999996
335,2017-12-11,2407.8900000000003
336,2017-12-12,2336.47
337,2017-12-13,1905.2900000000002
338,2017-12-14,1078.9299999999998
339,2017-12-15,1620.5200000000002
340,2017-12-16,1871.3799999999999
341,2017-12-17,1300.2799999999997
342,2017-12-18,3517.4800000000005
343,2017-12-19,1078.01
344,2017-12-20,1308.4400000000003
345,2017-12-21,1601.1900000000003
346,2017-12-22,1654.88
347,2017-12-23,1671.4900000000002
348,2017-12-24,563.23
349,2017-12-25,1055.13
350,2017-12-26,2117.2
351,2017-12-27,2160.7400000000002
352,2017-12-28,2020.9699999999998
353,2017-12-29,1354.56
354,2017-12-30,1047.01
355,2017-12-31,394.4
356,2018-01-01,272.66
357,2018-01-02,2541.2
358,2018-01-03,2787.0
359,2018-01-04,2622.1300000000006
360,2018-01-05,1549.5299999999997
361,2018-01-06,3333.1200000000003
362,2018-01-07,3359.9799999999996
363,2018-01-08,3673.5199999999995
364,2018-01-09,2295.84
365,2018-01-10,2950.57
366,2018-01-11,4714.010000000001
367,2018-01-12,2292.3799999999997
368,2018-01-13,2693.0700000000006
369,2018-01-14,3048.39
370,2018-01-15,3167.43
371,2018-01-16,3956.670000000001
372,2018-01-17,2478.9
373,2018-01-18,1644.68
374,2018-01-19,2446.3600000000006
375,2018-01-20,857.2500000000001
376,2018-01-21,2801.6599999999994
377,2018-01-22,3504.350000000001
378,2018-01-23,3834.8
379,2018-01-24,3210.7799999999993
380,2018-01-25,2429.2099999999996
381,2018-01-26,3012.99
382,2018-01-27,2292.6400000000003
383,2018-01-28,1414.77
384,2018-01-29,3128.99
385,2018-01-30,5206.72
386,2018-01-31,3513.1700000000005
387,2018-02-01,1406.67
388,2018-02-02,2140.62
389,2018-02-03,2636.5
390,2018-02-04,2460.4900000000002
391,2018-02-05,4224.4400000000005
392,2018-02-06,2299.4399999999996
393,2018-02-07,2703.81
394,2018-02-08,3081.46
395,2018-02-09,2128.4899999999993
396,2018-02-10,1996.17
397,2018-02-11,2325.36
398,2018-02-12,3428.92
399,2018-02-13,1818.44
400,2018-02-14,3201.640000000001
401,2018-02-15,2778.2999999999997
402,2018-02-16,2284.4199999999996
403,2018-02-17,2062.3
404,2018-02-18,1985.5400000000002
405,2018-02-19,2520.6800000000003
406,2018-02-20,1747.91
407,2018-02-21,2245.0499999999997
408,2018-02-22,1909.2200000000003
409,2018-02-23,3169.69
410,2018-02-24,1543.4699999999998
411,2018-02-25,3484.2299999999996
412,2018-02-26,2616.9700000000003
413,2018-02-27,1397.7500000000002
414,2018-02-28,3484.7
415,2018-03-01,3060.5800000000004
416,2018-03-02,1753.59
417,2018-03-03,2884.4199999999996
418,2018-03-04,2394.37
419,2018-03-05,2341.9600000000005
420,2018-03-06,2145.8799999999997
421,2018-03-07,2586.2999999999997
422,2018-03-08,3167.34
423,2018-03-09,1965.3300000000002
424,2018-03-10,1915.7699999999998
425,2018-03-11,1642.96
426,2018-03-12,1946.1100000000001
427,2018-03-13,4084.3599999999997
428,2018-03-14,2608.4300000000003
429,2018-03-15,3374.3700000000003
430,2018-03-16,2081.82
431,2018-03-17,2833.89
432,2018-03-18,2318.4900000000002
433,2018-03-19,2837.87
434,2018-03-20,3360.56
435,2018-03-21,2618.3900000000003
436,2018-03-22,3954.7699999999995
437,2018-03-23,2046.3700000000001
438,2018-03-24,1632.7200000000003
439,2018-03-25,3671.0699999999997
440,2018-03-26,1976.6300000000003
441,2018-03-27,3056.2400000000007
442,2018-03-28,2191.77
443,2018-03-29,2150.45
444,2018-03-30,2444.7599999999998
445,2018-03-31,3589.06
446,2018-04-01,1980.3900000000003
447,2018-04-02,4169.1100000000015
448,2018-04-03,3826.87
449,2018-04-04,1869.3
450,2018-04-05,2265.44
451,2018-04-06,1703.4499999999998
452,2018-04-07,2465.0099999999998
453,2018-04-08,3579.4199999999996
454,2018-04-09,2236.14
455,2018-04-10,1948.73
456,2018-04-11,4218.360000000001
457,2018-04-12,3559.61
458,2018-04-13,4182.620000000001
459,2018-04-14,1863.3600000000001
460,2018-04-15,2452.5500000000006
461,2018-04-16,2304.41
462,2018-04-17,4494.970000000001
463,2018-04-18,2378.5400000000004
464,2018-04-19,2684.97
465,2018-04-20,2012.37
466,2018-04-21,1020.5199999999999
467,2018-04-22,3304.98
468,2018-04-23,3758.08
469,2018-04-24,1476.1
470,2018-04-25,3371.4600000000005
471,2018-04-26,2748.1299999999997
472,2018-04-27,3689.7500000000005
473,2018-04-28,1492.02
474,2018-04-29,1798.3899999999996
475,2018-04-30,3223.85
476,2018-05-01,4419.46
477,2018-05-02,2694.11
478,2018-05-03,2035.5900000000001
479,2018-05-04,3486.5400000000004
480,2018-05-05,2175.25
481,2018-05-06,2731.5299999999993
482,2018-05-07,2716.210000000001
483,2018-05-08,3152.19
484,2018-05-09,3228.2799999999997
485,2018-05-10,1885.77
486,2018-05-11,1269.4099999999999
487,2018-05-12,1520.9299999999998
488,2018-05-13,1960.3
489,2018-05-14,4815.2300000000005
490,2018-05-15,5193.82
491,2018-05-16,6627.08
492,2018-05-17,2326.08
493,2018-05-18,2056.88
494,2018-05-19,2183.78
495,2018-05-20,1836.4400000000003
496,2018-05-21,1880.1000000000001
497,2018-05-22,3400.21
498,2018-05-23,2281.16
499,2018-05-24,1385.81
500,2018-05-25,1325.23
501,2018-05-26,2263.43
502,2018-05-27,1302.53
503,2018-05-28,2291.6700000000005
504,2018-05-29,1779.91
505,2018-05-30,2943.97
506,2018-05-31,1735.4
507,2018-06-01,2355.45
508,2018-06-02,1664.5000000000002
509,2018-06-03,2940.71
510,2018-06-04,2538.5499999999993
511,2018-06-05,2957.4900000000002
512,2018-06-06,2772.8799999999997
513,2018-06-07,3322.9099999999994
514,2018-06-08,1426.57
515,2018-06-09,4091.5100000000007
516,2018-06-10,2960.0299999999997
517,2018-06-11,3474.669999999999
518,2018-06-12,2840.2899999999995
519,2018-06-13,2578.5299999999997
520,2018-06-14,3474.279999999999
521,2018-06-15,1763.29
522,2018-06-16,2057.62
523,2018-06-17,2092.15
524,2018-06-18,3504.8200000000006
525,2018-06-19,4096.79
526,2018-06-20,5104.589999999998
527,2018-06-21,2337.19
528,2018-06-22,1824.82
529,2018-06-23,1748.8300000000002
530,2018-06-24,4382.2
531,2018-06-25,1533.87
532,2018-06-26,5726.12
533,2018-06-27,1647.2900000000002
534,2018-06-28,3042.8000000000006
535,2018-06-29,1853.3500000000001
536,2018-06-30,1475.1200000000001
537,2018-07-01,1620.55
538,2018-07-02,2147.2599999999993
539,2018-07-03,2207.4
540,2018-07-04,3617.270000000001
541,2018-07-05,2761.9700000000003
542,2018-07-06,791.87
543,2018-07-07,986.27
544,2018-07-08,1529.74
545,2018-07-09,1301.3100000000002
546,2018-07-10,883.76
547,2018-07-11,1999.8900000000003
548,2018-07-12,1375.49
549,2018-07-13,621.29
550,2018-07-14,1601.6600000000003
551,2018-07-15,1691.6299999999999
552,2018-07-16,1755.49
553,2018-07-17,1948.62
554,2018-07-18,4025.7000000000003
555,2018-07-19,5164.150000000001
556,2018-07-20,1543.81
557,2018-07-21,1228.27
558,2018-07-22,3938.78
559,2018-07-23,4117.34
560,2018-07-24,2529.95
561,2018-07-25,1838.3100000000002
562,2018-07-26,2053.25
563,2018-07-27,2508.6700000000005
564,2018-07-28,1526.49
565,2018-07-29,1500.22
566,2018-07-30,2885.9400000000005
567,2018-07-31,3843.1600000000003
568,2018-08-01,2012.3100000000002
569,2018-08-02,2208.059999999999
570,2018-08-03,2436.919999999999
571,2018-08-04,4595.629999999999
572,2018-08-05,5562.279999999999
573,2018-08-06,2109.38
574,2018-08-07,3998.7599999999998
575,2018-08-08,4044.939999999999
576,2018-08-09,4513.24
577,2018-08-10,2195.1
578,2018-08-11,2751.6199999999994
579,2018-08-12,1251.2400000000002
580,2018-08-13,3577.7799999999997
581,2018-08-14,4726.790000000001
582,2018-08-15,2665.47
583,2018-08-16,4060.320000000001
584,2018-08-17,2289.99
585,2018-08-18,2991.769999999999
586,2018-08-19,2331.7799999999993
587,2018-08-20,2909.4100000000003
588,2018-08-21,2527.6800000000003
589,2018-08-22,2429.2400000000002
590,2018-08-23,789.1600000000001
591,2018-08-24,467.21000000000004
592,2018-08-25,1959.1199999999997
593,2018-08-26,116.13
594,2018-08-27,675.05
595,2018-08-28,552.12
